UF;Mesorregiao;cd_div;CNAE;Intensivo em mao de obra;Quantidade de empregos do setor na mesorregião (1);Quantidade de empregos totais na mesorregião (2);Participacao de empregos do setor na mesorregião (PSM = 1/2);Quantidade de empregos do setor na UF (3);Múltiplo de emprego regional (MER = PSM*1/3);Quantidade total de empresas na mesorregião (4);Polo Regional;Quantidade de empregos totais na UF (5);Participacao de empregos do setor na UF (PSE = 3/5);Gini locacional estadual (GLE);Quoeficiente locacional estadual (QLE = (1-GLE)*PSM/PSE);Quantidade de micro, pequenas e medias empresas na mesorregião;Quantidade de grandes empresas na mesorregião;Quantidade de empresas totais na UF (6);Participacao de empresas na UF (PEE = 4/6);Polo Estadual;Quantidade de empregos do setor no Brasil (7);Múltiplo de emprego nacional (MEN = PSM*1/7);Quantidade de empregos totais no Brasil (8);Participaçcao de empregos do setor no Brasil (PSP = 7/8);Gini locacional nacional (GLN);Quoeficiente locacional nacional (QLE = (1-GLN)*PSM/PSP);Quantidade de empresas totais no Brasil (9);Participacao de empresas no pais (PEP = 4/9);Polo Nacional;Valor exportado (10);Valor bruto da producao industrial (VBPI);Índice de insercao internacional (10/VBPI);Participação do setor nas exportações da UF;Participação da UF nas exportações nacionais do setor;Polo Internacional;source;Categoria_CNAE;arranjo_setorial;sk;polo;municipio;longitude;latitude
Acre;Vale do Juruá;61;Telecomunicações;Sim;44;1483;0,0297;397;0,0033;7;Sim;16372;0,0242;0,3606720700000001;0,7846;7;0;39;0,1795;Não;260856;0,0;13620921;0,0002;0,59551277;0,6273;16976;0,0004;Não;;;;;;Não;Outros;CNAE Divisão;TIC;Acre_Vale do Juruá_TIC;Regional;cruzeiro do sul;-72,10334437605914;-7,646502688728432
Acre;Vale do Acre;62;Atividades Dos Serviços De Tecnologia Da Informação;Sim;45;14889;0,003;50;0,0027;11;Sim;16372;0,0031;0,0357895600000002;0,9331;11;0;14;0,7857;Não;531957;0,0;13620921;0,0001;0,5145460300000002;0,0373;20529;0,0005;Não;;;;;;Não;Outros;CNAE Divisão;TIC;Acre_Vale do Acre_TIC;Estadual;rio branco;-68,29659599236652;-9,870526387500366
Acre;Vale do Juruá;62;Atividades Dos Serviços De Tecnologia Da Informação;Sim;5;1483;0,0034;50;0,0003;3;Não;16372;0,0031;0,3606720700000001;0,7012;3;0;14;0,2143;Não;531957;0,0;13620921;0,0;0,59551277;0,0352;20529;0,0001;Não;;;;;;Não;Outros;CNAE Divisão;TIC;Acre_Vale do Juruá_TIC;Regional;cruzeiro do sul;-72,10334437605914;-7,646502688728432
Acre;Vale do Acre;63;Atividades De Prestação De Serviços De Informação;Sim;152;14889;0,0102;153;0,0101;12;Sim;16372;0,0093;0,0357895600000002;1,0575;12;0;13;0,9231;Não;114722;0,0;13620921;0,0013;0,5145460300000002;0,5879;7725;0,0016;Não;;;;;;Não;Outros;CNAE Divisão;TIC;Acre_Vale do Acre_TIC;Estadual;rio branco;-68,29659599236652;-9,870526387500366
Acre;Vale do Juruá;63;Atividades De Prestação De Serviços De Informação;Sim;1;1483;0,0007;153;0,0;1;Não;16372;0,0093;0,3606720700000001;0,0481;1;0;13;0,0769;Não;114722;0,0;13620921;0,0;0,59551277;0,0336;7725;0,0001;Não;;;;;;Não;Outros;CNAE Divisão;TIC;Acre_Vale do Juruá_TIC;Regional;cruzeiro do sul;-72,10334437605914;-7,646502688728432
Alagoas;Leste Alagoano;6;Extração De Petróleo E Gás Natural;Não;158;103000;0,0015;158;0,0015;3;Sim;113655;0,0014;0,0360565399999999;1,0328;3;0;3;1,0;Não;21510;0,0;13620921;0,0073;0,4734392200000006;0,5002;155;0,0194;Não;;;;;;Não;Outros;CNAE Divisão;Energia;Alagoas_Leste Alagoano_Energia;Estadual;maceio;-35,65867220045558;-9,451544280569419
Alagoas;Agreste Alagoano;7;Extração De Minerais Metálicos;Não;285;9257;0,0308;285;0,0308;1;Não;113655;0,0025;0,3572007400000001;7,9193;1;0;1;1,0;Não;102146;0,0001;13620921;0,0028;0,5303830799999998;1,9288;655;0,0015;Não;16849851,0;;;3,1224921918915e-07;2,833018024746725e-09;Não;Outros;CNAE Divisão;Minerais Metálicos;Alagoas_Agreste Alagoano_Minerais Metálicos;;;;
Alagoas;Agreste Alagoano;8;Extração De Minerais Não-Metálicos;Não;78;9257;0,0084;557;0,0012;5;Sim;113655;0,0049;0,3572007400000001;1,102;5;0;38;0,1316;Não;87971;0,0;13620921;0,0009;0,5303830799999998;0,6108;6646;0,0008;Não;;2729407,368;;6,9984553257e-06;3,4354586792e-06;Não;Outros;CNAE Divisão;Minerais Não-metálicos;Alagoas_Agreste Alagoano_Minerais Não-metálicos;Estadual;arapiraca;-36,66815419868638;-9,641383805455062
Alagoas;Leste Alagoano;8;Extração De Minerais Não-Metálicos;Não;395;103000;0,0038;557;0,0027;30;Sim;113655;0,0049;0,0360565399999999;0,7475;30;0;38;0,7895;Sim;87971;0,0;13620921;0,0045;0,4734392200000006;0,3098;6646;0,0045;Não;3026,0;13821998,851;0,0;6,9984553257e-06;3,4354586792e-06;Não;Outros;CNAE Divisão;Minerais Não-metálicos;Alagoas_Leste Alagoano_Minerais Não-metálicos;Estadual;maceio;-35,71000148152482;-9,507173572879239
Alagoas;Sertão Alagoano;8;Extração De Minerais Não-Metálicos;Não;84;1398;0,0601;557;0,0091;3;Sim;113655;0,0049;0,5262566400000006;5,8106;3;0;38;0,0789;Não;87971;0,0001;13620921;0,001;0,6411102200000005;3,3396;6646;0,0005;Não;;2939361,781;;6,9984553257e-06;3,4354586792e-06;Não;Outros;CNAE Divisão;Minerais Não-metálicos;Alagoas_Sertão Alagoano_Minerais Não-metálicos;;;;
Alagoas;Leste Alagoano;9;Atividades de apoio à extração de minerais;Não;13;103000;0,0001;13;0,0001;1;Não;113655;0,0001;0,0360565399999999;0,9639;1;0;1;1,0;Não;28920;0,0;13620921;0,0004;0,4734392200000006;0,0248;502;0,002;Não;;;;;;Não;Outros;CNAE Divisão;Energia;Alagoas_Leste Alagoano_Energia;Estadual;maceio;-35,65867220045558;-9,451544280569419
Alagoas;Agreste Alagoano;10;Fabricação De Produtos Alimentícios;Sim;2483;9257;0,2682;46711;0,0143;118;Sim;113655;0,411;0,3572007400000001;0,4195;117;1;564;0,2092;Não;1670372;0,0004;13620921;0,0015;0,5303830799999998;1,0271;51362;0,0023;Não;476,0;64101617,1474;0,0;0,9307980586823444;0,0093097719163187;Não;Outros;CNAE Divisão;Alimentos e Bebidas;Alagoas_Agreste Alagoano_Alimentos e Bebidas;Regional;arapiraca;-36,67664539153744;-9,749427104310165
Alagoas;Leste Alagoano;10;Fabricação De Produtos Alimentícios;Sim;43876;103000;0,426;46711;0,4001;399;Sim;113655;0,411;0,0360565399999999;0,9991;385;14;564;0,7074;Sim;1670372;0,0112;13620921;0,0263;0,4734392200000006;1,8292;51362;0,0078;Sim;233043505,0;1132711459,5091;0,002;0,9307980586823444;0,0093097719163187;Sim;Outros;CNAE Divisão;Alimentos e Bebidas;Alagoas_Leste Alagoano_Alimentos e Bebidas;Internacional;rio largo;-35,90882309523508;-9,453775745371024
Alagoas;Sertão Alagoano;10;Fabricação De Produtos Alimentícios;Sim;352;1398;0,2518;46711;0,0019;47;Sim;113655;0,411;0,5262566400000006;0,2903;47;0;564;0,0833;Não;1670372;0,0001;13620921;0,0002;0,6411102200000005;0,7369;51362;0,0009;Não;;9087301,3435;;0,9307980586823444;0,0093097719163187;Não;Outros;CNAE Divisão;Alimentos e Bebidas;Alagoas_Sertão Alagoano_Alimentos e Bebidas;Regional;piranhas;-37,73963615304486;-9,548554897719582
Alagoas;Agreste Alagoano;11;Fabricação De Bebidas;Sim;14;9257;0,0015;1438;0,0;3;Não;113655;0,0127;0,3572007400000001;0,0759;3;0;35;0,0857;Não;122957;0,0;13620921;0,0001;0,5303830799999998;0,0781;3498;0,0009;Não;;938530,8512;;0,0002924553339031;0,0005751065163102;Não;Outros;CNAE Divisão;Alimentos e Bebidas;Alagoas_Agreste Alagoano_Alimentos e Bebidas;Regional;arapiraca;-36,67664539153744;-9,749427104310165
Alagoas;Leste Alagoano;11;Fabricação De Bebidas;Sim;1423;103000;0,0138;1438;0,0137;30;Sim;113655;0,0127;0,0360565399999999;1,0474;29;1;35;0,8571;Sim;122957;0,0002;13620921;0,0116;0,4734392200000006;0,805;3498;0,0086;Não;116113,0;95394957,2309;0,0;0,0002924553339031;0,0005751065163102;Não;Outros;CNAE Divisão;Alimentos e Bebidas;Alagoas_Leste Alagoano_Alimentos e Bebidas;Internacional;rio largo;-35,90882309523508;-9,453775745371024
Alagoas;Sertão Alagoano;11;Fabricação De Bebidas;Sim;1;1398;0,0007;1438;0,0;2;Não;113655;0,0127;0,5262566400000006;0,0261;2;0;35;0,0571;Não;122957;0,0;13620921;0,0;0,6411102200000005;0,0278;3498;0,0006;Não;;67037,9179;;0,0002924553339031;0,0005751065163102;Não;Outros;CNAE Divisão;Alimentos e Bebidas;Alagoas_Sertão Alagoano_Alimentos e Bebidas;Regional;piranhas;-37,73963615304486;-9,548554897719582
Alagoas;Agreste Alagoano;12;Fabricação De Produtos Do Fumo;Sim;613;9257;0,0662;613;0,0662;12;Sim;113655;0,0054;0,3572007400000001;7,8803;12;0;12;1,0;Não;11107;0,0037;13620921;0,0552;0,5303830799999998;38,1251;226;0,0531;Sim;;3912946,0;;5,78905527025e-05;0,0002227101544287;Não;Outros;CNAE Divisão;Produtos diversos;Alagoas_Agreste Alagoano_Produtos diversos;Nacional;lagoa da canoa;-36,72165526023208;-9,815846677287759
Alagoas;Agreste Alagoano;13;Fabricação De Produtos Têxteis;Sim;3;9257;0,0003;88;0,0;3;Não;113655;0,0008;0,3572007400000001;0,241;3;0;23;0,1304;Não;266620;0,0;13620921;0,0;0,5303830799999998;0,0072;9859;0,0003;Não;;405502,5682;;3,35600030363e-05;2,14165204896e-05;Não;Outros;CNAE Divisão;Têxtil, Vestuário e Calçados;Alagoas_Agreste Alagoano_Têxtil, Vestuário e Calçados;Estadual;arapiraca;-36,62119246186884;-9,759164744637928
Alagoas;Leste Alagoano;13;Fabricação De Produtos Têxteis;Sim;84;103000;0,0008;88;0,0008;19;Não;113655;0,0008;0,0360565399999999;0,9639;19;0;23;0,8261;Não;266620;0,0;13620921;0,0003;0,4734392200000006;0,0215;9859;0,0019;Não;14999,0;11354071,9091;0,0;3,35600030363e-05;2,14165204896e-05;Não;Outros;CNAE Divisão;Têxtil, Vestuário e Calçados;Alagoas_Leste Alagoano_Têxtil, Vestuário e Calçados;Estadual;maceio;-35,72246996308171;-9,445116745702961
Alagoas;Sertão Alagoano;13;Fabricação De Produtos Têxteis;Sim;1;1398;0,0007;88;0,0;1;Não;113655;0,0008;0,5262566400000006;0,4145;1;0;23;0,0435;Não;266620;0,0;13620921;0,0;0,6411102200000005;0,0128;9859;0,0001;Não;;135167,5227;;3,35600030363e-05;2,14165204896e-05;Não;Outros;CNAE Divisão;Têxtil, Vestuário e Calçados;Alagoas_Sertão Alagoano_Têxtil, Vestuário e Calçados;;;;
Alagoas;Agreste Alagoano;14;Confecção De Artigos Do Vestuário E Acessórios;Sim;161;9257;0,0174;750;0,0037;27;Sim;113655;0,0066;0,3572007400000001;1,6947;27;0;153;0,1765;Sim;523039;0,0;13620921;0,0003;0,5303830799999998;0,2128;41691;0,0006;Não;;2077583,4987;;2,94034681403e-05;6,3719893331e-05;Não;Outros;CNAE Divisão;Têxtil, Vestuário e Calçados;Alagoas_Agreste Alagoano_Têxtil, Vestuário e Calçados;Estadual;arapiraca;-36,62119246186884;-9,759164744637928
Alagoas;Leste Alagoano;14;Confecção De Artigos Do Vestuário E Acessórios;Sim;551;103000;0,0053;750;0,0039;116;Sim;113655;0,0066;0,0360565399999999;0,774;116;0;153;0,7582;Sim;523039;0,0;13620921;0,0011;0,4734392200000006;0,0727;41691;0,0028;Não;12995,0;7110239,1787;0,0;2,94034681403e-05;6,3719893331e-05;Não;Outros;CNAE Divisão;Têxtil, Vestuário e Calçados;Alagoas_Leste Alagoano_Têxtil, Vestuário e Calçados;Estadual;maceio;-35,72246996308171;-9,445116745702961
Alagoas;Sertão Alagoano;14;Confecção De Artigos Do Vestuário E Acessórios;Sim;38;1398;0,0272;750;0,0014;10;Não;113655;0,0066;0,5262566400000006;1,9524;10;0;153;0,0654;Não;523039;0,0;13620921;0,0001;0,6411102200000005;0,2542;41691;0,0002;Não;;490361,3227;;2,94034681403e-05;6,3719893331e-05;Não;Outros;CNAE Divisão;Têxtil, Vestuário e Calçados;Alagoas_Sertão Alagoano_Têxtil, Vestuário e Calçados;;;;
Alagoas;Agreste Alagoano;15;Preparação De Couros E Fabricação De Artefatos De Couro, Artigos Para Viagem E Calçados;Sim;14;9257;0,0015;87;0,0002;3;Não;113655;0,0008;0,3572007400000001;1,2052;3;0;8;0,375;Não;321772;0,0;13620921;0,0;0,5303830799999998;0,0298;8709;0,0003;Não;;161653,3333;;2,7808281911e-06;4,959361935095153e-07;Não;Outros;CNAE Divisão;Têxtil, Vestuário e Calçados;Alagoas_Agreste Alagoano_Têxtil, Vestuário e Calçados;Estadual;arapiraca;-36,62119246186884;-9,759164744637928
Alagoas;Leste Alagoano;15;Preparação De Couros E Fabricação De Artefatos De Couro, Artigos Para Viagem E Calçados;Sim;73;103000;0,0007;87;0,0006;5;Não;113655;0,0008;0,0360565399999999;0,8435;5;0;8;0,625;Não;321772;0,0;13620921;0,0002;0,4734392200000006;0,0156;8709;0,0006;Não;1342,0;842906,6667;0,0;2,7808281911e-06;4,959361935095153e-07;Não;Outros;CNAE Divisão;Têxtil, Vestuário e Calçados;Alagoas_Leste Alagoano_Têxtil, Vestuário e Calçados;Estadual;maceio;-35,72246996308171;-9,445116745702961
Alagoas;Agreste Alagoano;16;Fabricação De Produtos De Madeira;Sim;67;9257;0,0072;244;0,002;10;Sim;113655;0,0021;0,3572007400000001;2,2039;10;0;37;0,2703;Não;174839;0,0;13620921;0,0004;0,5303830799999998;0,2634;12268;0,0008;Não;5,0;1193721,9754;0,0;6,335491403837826e-08;6,888246751656833e-09;Não;Outros;CNAE Divisão;Madeira e Móveis;Alagoas_Agreste Alagoano_Madeira e Móveis;Estadual;arapiraca;-36,64459441776164;-9,716146213677213
Alagoas;Leste Alagoano;16;Fabricação De Produtos De Madeira;Sim;177;103000;0,0017;244;0,0012;27;Não;113655;0,0021;0,0360565399999999;0,7803;27;0;37;0,7297;Não;174839;0,0;13620921;0,001;0,4734392200000006;0,0697;12268;0,0022;Não;109,0;3153564,0246;0,0;6,335491403837826e-08;6,888246751656833e-09;Não;Outros;CNAE Divisão;Madeira e Móveis;Alagoas_Leste Alagoano_Madeira e Móveis;Estadual;maceio;-35,68044289817003;-9,54285419132605
Alagoas;Agreste Alagoano;17;Fabricação De Celulose, Papel E Produtos De Papel;Não;43;9257;0,0046;214;0,0009;5;Não;113655;0,0019;0,3572007400000001;1,5563;5;0;19;0,2632;Não;184056;0,0;13620921;0,0002;0,5303830799999998;0,1599;4354;0,0011;Não;2,0;2389729,8224;0,0;1,48273125604e-05;7,591319832315393e-07;Não;Outros;CNAE Divisão;Papel e Celulose;Alagoas_Agreste Alagoano_Papel e Celulose;;;;
Alagoas;Leste Alagoano;17;Fabricação De Celulose, Papel E Produtos De Papel;Não;171;103000;0,0017;214;0,0013;14;Sim;113655;0,0019;0,0360565399999999;0,8624;14;0;19;0,7368;Não;184056;0,0;13620921;0,0009;0,4734392200000006;0,0662;4354;0,0032;Não;6542,0;9503344,1776;0,0;1,48273125604e-05;7,591319832315393e-07;Não;Outros;CNAE Divisão;Papel e Celulose;Alagoas_Leste Alagoano_Papel e Celulose;Regional;maceio;-35,7695676192163;-9,588184568504916
Alagoas;Agreste Alagoano;18;Impressão E Reprodução De Gravações;Sim;56;9257;0,006;674;0,0005;15;Não;113655;0,0059;0,3572007400000001;0,6537;15;0;94;0,1596;Não;89749;0,0;13620921;0,0006;0,5303830799999998;0,4276;11703;0,0013;Não;2,0;589029,27;0,0;7,647843194632804e-07;9,5826011715e-06;Não;Outros;CNAE Divisão;Produtos diversos;Alagoas_Agreste Alagoano_Produtos diversos;Nacional;lagoa da canoa;-36,72165526023208;-9,815846677287759
Alagoas;Leste Alagoano;18;Impressão E Reprodução De Gravações;Sim;609;103000;0,0059;674;0,0053;75;Sim;113655;0,0059;0,0360565399999999;0,9639;75;0;94;0,7979;Sim;89749;0,0;13620921;0,0068;0,4734392200000006;0,4715;11703;0,0064;Não;336,0;6405693,3116;0,0;7,647843194632804e-07;9,5826011715e-06;Não;Outros;CNAE Divisão;Produtos diversos;Alagoas_Leste Alagoano_Produtos diversos;Estadual;maceio;-35,71640203923197;-9,635985792748498
Alagoas;Sertão Alagoano;18;Impressão E Reprodução De Gravações;Sim;9;1398;0,0064;674;0,0001;4;Não;113655;0,0059;0,5262566400000006;0,5139;4;0;94;0,0426;Não;89749;0,0;13620921;0,0001;0,6411102200000005;0,3486;11703;0,0003;Não;;94665,4184;;7,647843194632804e-07;9,5826011715e-06;Não;Outros;CNAE Divisão;Produtos diversos;Alagoas_Sertão Alagoano_Produtos diversos;;;;
Alagoas;Leste Alagoano;19;Fabricação De Coque, De Produtos Derivados Do Petróleo E De Biocombustíveis;Sim;423;103000;0,0041;423;0,0041;7;Sim;113655;0,0037;0,0360565399999999;1,0681;7;0;7;1,0;Não;154287;0,0;13620921;0,0027;0,4734392200000006;0,1906;598;0,0117;Não;7952527,0;1120606,0;0,0;0,0179939880168886;0,0009149474326063;Não;Outros;CNAE Divisão;Energia;Alagoas_Leste Alagoano_Energia;Estadual;maceio;-35,65867220045558;-9,451544280569419
Alagoas;Agreste Alagoano;20;Fabricação De Produtos Químicos;Não;71;9257;0,0077;1658;0,0003;13;Não;113655;0,0146;0,3572007400000001;0,339;13;0;50;0,26;Não;290007;0,0;13620921;0,0002;0,5303830799999998;0,1699;9139;0,0014;Não;;32282269,1659;;0,0215378718434534;0,0009605030998933;Não;Outros;CNAE Divisão;Produtos químicos;Alagoas_Agreste Alagoano_Produtos químicos;;;;
Alagoas;Leste Alagoano;20;Fabricação De Produtos Químicos;Não;1585;103000;0,0154;1658;0,0147;36;Sim;113655;0,0146;0,0360565399999999;1,0168;36;0;50;0,72;Sim;290007;0,0001;13620921;0,0055;0,4734392200000006;0,3809;9139;0,0039;Não;9518673,0;720667558,1393;0,0;0,0215378718434534;0,0009605030998933;Não;Outros;CNAE Divisão;Produtos químicos;Alagoas_Leste Alagoano_Produtos químicos;Estadual;maceio;-35,69635352003536;-9,514109950405816
Alagoas;Sertão Alagoano;20;Fabricação De Produtos Químicos;Não;2;1398;0,0014;1658;0,0;1;Não;113655;0,0146;0,5262566400000006;0,0454;1;0;50;0,02;Não;290007;0,0;13620921;0,0;0,6411102200000005;0,0236;9139;0,0001;Não;;909359,6948;;0,0215378718434534;0,0009605030998933;Não;Outros;CNAE Divisão;Produtos químicos;Alagoas_Sertão Alagoano_Produtos químicos;;;;
Alagoas;Leste Alagoano;21;Fabricação De Produtos Farmoquímicos E Farmacêuticos;Sim;13;103000;0,0001;13;0,0001;2;Não;113655;0,0001;0,0360565399999999;0,9639;2;0;2;1,0;Não;109033;0,0;13620921;0,0001;0,4734392200000006;0,0066;690;0,0029;Não;523,0;;;1,1833792872e-06;4,441536763669414e-07;Não;Outros;CNAE Divisão;Farmoquímicos e farmacêuticos;Alagoas_Leste Alagoano_Farmoquímicos e farmacêuticos;;;;
Alagoas;Agreste Alagoano;22;Fabricação De Produtos De Borracha E De Material Plástico;Não;799;9257;0,0863;3829;0,018;19;Sim;113655;0,0337;0,3572007400000001;1,6461;19;0;81;0,2346;Não;428773;0,0002;13620921;0,0019;0,5303830799999998;1,2875;13976;0,0014;Não;404229,0;59763041,9279;0,0;0,0011191713445144;0,000187424821123;Não;Outros;CNAE Divisão;Borracha e Plástico;Alagoas_Agreste Alagoano_Borracha e Plástico;Regional;arapiraca;-36,6467997402041;-9,813157758904838
Alagoas;Leste Alagoano;22;Fabricação De Produtos De Borracha E De Material Plástico;Não;2981;103000;0,0289;3829;0,0225;60;Sim;113655;0,0337;0,0360565399999999;0,8267;58;2;81;0,7407;Sim;428773;0,0002;13620921;0,007;0,4734392200000006;0,4834;13976;0,0043;Não;90491,0;222970748,4194;0,0;0,0011191713445144;0,000187424821123;Não;Outros;CNAE Divisão;Borracha e Plástico;Alagoas_Leste Alagoano_Borracha e Plástico;Estadual;maceio;-35,78252338450584;-9,481574376332757
Alagoas;Sertão Alagoano;22;Fabricação De Produtos De Borracha E De Material Plástico;Não;49;1398;0,0351;3829;0,0004;2;Não;113655;0,0337;0,5262566400000006;0,4934;2;0;81;0,0247;Não;428773;0,0;13620921;0,0001;0,6411102200000005;0,4002;13976;0,0001;Não;;3665067,6527;;0,0011191713445144;0,000187424821123;Não;Outros;CNAE Divisão;Borracha e Plástico;Alagoas_Sertão Alagoano_Borracha e Plástico;;;;
Alagoas;Agreste Alagoano;23;Fabricação De Produtos De Minerais Não-Metálicos;Sim;322;9257;0,0348;2202;0,0051;32;Sim;113655;0,0194;0,3572007400000001;1,1531;32;0;141;0,227;Sim;400573;0,0;13620921;0,0008;0,5303830799999998;0,5557;26389;0,0012;Não;487,0;12758373,6394;0,0;0,0211500583132204;0,00176005469099;Não;Outros;CNAE Divisão;Minerais Não-metálicos;Alagoas_Agreste Alagoano_Minerais Não-metálicos;Estadual;arapiraca;-36,66815419868638;-9,641383805455062
Alagoas;Leste Alagoano;23;Fabricação De Produtos De Minerais Não-Metálicos;Sim;1849;103000;0,018;2202;0,0151;106;Sim;113655;0,0194;0,0360565399999999;0,8943;106;0;141;0,7518;Sim;400573;0,0001;13620921;0,0046;0,4734392200000006;0,3223;26389;0,004;Não;9347076,0;73261592,7307;0,0;0,0211500583132204;0,00176005469099;Não;Outros;CNAE Divisão;Minerais Não-metálicos;Alagoas_Leste Alagoano_Minerais Não-metálicos;Estadual;maceio;-35,71000148152482;-9,507173572879239
Alagoas;Sertão Alagoano;23;Fabricação De Produtos De Minerais Não-Metálicos;Sim;31;1398;0,0222;2202;0,0003;3;Não;113655;0,0194;0,5262566400000006;0,5421;3;0;141;0,0213;Não;400573;0,0;13620921;0,0001;0,6411102200000005;0,2709;26389;0,0001;Não;;1228290,6299;;0,0211500583132204;0,00176005469099;Não;Outros;CNAE Divisão;Minerais Não-metálicos;Alagoas_Sertão Alagoano_Minerais Não-metálicos;;;;
Alagoas;Agreste Alagoano;24;Metalurgia;Sim;2;9257;0,0002;116;0,0;1;Não;113655;0,001;0,3572007400000001;0,1286;1;0;11;0,0909;Não;220038;0,0;13620921;0,0;0,5303830799999998;0,0058;3010;0,0003;Não;900,0;162652,7069;0,0;0,001607171620597;3,0461606872e-05;Não;Outros;CNAE Divisão;Metalurgia e Produtos de Metal;Alagoas_Agreste Alagoano_Metalurgia e Produtos de Metal;;;;
Alagoas;Leste Alagoano;24;Metalurgia;Sim;114;103000;0,0011;116;0,0011;10;Não;113655;0,001;0,0360565399999999;1,0603;10;0;11;0,9091;Não;220038;0,0;13620921;0,0005;0,4734392200000006;0,0359;3010;0,0033;Não;222858,0;9271204,2931;0,0;0,001607171620597;3,0461606872e-05;Não;Outros;CNAE Divisão;Metalurgia e Produtos de Metal;Alagoas_Leste Alagoano_Metalurgia e Produtos de Metal;Estadual;maceio;-35,7406406071924;-9,489605882342062
Alagoas;Agreste Alagoano;25;Fabricação De Produtos De Metal, Exceto Máquinas E Equipamentos;Sim;114;9257;0,0123;920;0,0015;26;Não;113655;0,0081;0,3572007400000001;0,9761;26;0;149;0,1745;Não;448916;0,0;13620921;0,0003;0,5303830799999998;0,1753;38401;0,0007;Não;;3215596,7609;;4,86588366569e-05;1,02870119235e-05;Não;Outros;CNAE Divisão;Metalurgia e Produtos de Metal;Alagoas_Agreste Alagoano_Metalurgia e Produtos de Metal;;;;
Alagoas;Leste Alagoano;25;Fabricação De Produtos De Metal, Exceto Máquinas E Equipamentos;Sim;783;103000;0,0076;920;0,0065;117;Sim;113655;0,0081;0,0360565399999999;0,9045;117;0;149;0,7852;Sim;448916;0,0;13620921;0,0017;0,4734392200000006;0,1214;38401;0,003;Não;27588,0;22086072,4891;0,0;4,86588366569e-05;1,02870119235e-05;Não;Outros;CNAE Divisão;Metalurgia e Produtos de Metal;Alagoas_Leste Alagoano_Metalurgia e Produtos de Metal;Estadual;maceio;-35,7406406071924;-9,489605882342062
Alagoas;Sertão Alagoano;25;Fabricação De Produtos De Metal, Exceto Máquinas E Equipamentos;Sim;23;1398;0,0165;920;0,0004;6;Não;113655;0,0081;0,5262566400000006;0,965;6;0;149;0,0403;Não;448916;0,0;13620921;0,0001;0,6411102200000005;0,1797;38401;0,0002;Não;;648760,75;;4,86588366569e-05;1,02870119235e-05;Não;Outros;CNAE Divisão;Metalurgia e Produtos de Metal;Alagoas_Sertão Alagoano_Metalurgia e Produtos de Metal;;;;
