UF;Mesorregiao;cd_div;CNAE;Intensivo em mao de obra;Quantidade de empregos do setor na mesorregião (1);Quantidade de empregos totais na mesorregião (2);Participacao de empregos do setor na mesorregião (PSM = 1/2);Quantidade de empregos do setor na UF (3);Múltiplo de emprego regional (MER = PSM*1/3);Quantidade total de empresas na mesorregião (4);Polo Regional;Quantidade de empregos totais na UF (5);Participacao de empregos do setor na UF (PSE = 3/5);Gini locacional estadual (GLE);Quoeficiente locacional estadual (QLE = (1-GLE)*PSM/PSE);Quantidade de micro, pequenas e medias empresas na mesorregião;Quantidade de grandes empresas na mesorregião;Quantidade de empresas totais na UF (6);Participacao de empresas na UF (PEE = 4/6);Polo Estadual;Quantidade de empregos do setor no Brasil (7);Múltiplo de emprego nacional (MEN = PSM*1/7);Quantidade de empregos totais no Brasil (8);Participaçcao de empregos do setor no Brasil (PSP = 7/8);Gini locacional nacional (GLN);Quoeficiente locacional nacional (QLE = (1-GLN)*PSM/PSP);Quantidade de empresas totais no Brasil (9);Participacao de empresas no pais (PEP = 4/9);Polo Nacional;Valor exportado (10);Valor bruto da producao industrial (VBPI);Índice de insercao internacional (10/VBPI);Participação do setor nas exportações da UF;Participação da UF nas exportações nacionais do setor;Polo Internacional;source;Categoria_CNAE;arranjo_setorial;sk;polo;municipio;longitude;latitude
Amazonas;Sul Amazonense;25;Fabricação De Produtos De Metal, Exceto Máquinas E Equipamentos;Sim;2;1404;0,0014;5452;0,0;1;Não;179503;0,0304;0,8261279299999997;0,008;1;0;120;0,0083;Não;448916;0,0;13620921;0,0;0,6662625500000001;0,0142;38401;0,0;Não;;427709,5895;;0,0447267049950903;0,0183948903064251;Não;Outros;CNAE Divisão;Metalurgia e Produtos de Metal;Amazonas_Sul Amazonense_Metalurgia e Produtos de Metal;;;;
Amazonas;Centro Amazonense;26;Fabricação De Equipamentos De Informática, Produtos Eletrônicos E Ópticos;Não;30581;177519;0,1723;30581;0,1723;112;Sim;179503;0,1704;0,0081640299999998;1,0029;91;21;112;1,0;Sim;122555;0,043;13620921;0,2495;0,5373816399999995;8,859;3033;0,0369;Sim;63227526,0;10305874981,0;0,0;0,0731467946626027;0,0532206981707202;Não;Outros;CNAE Divisão;TIC;Amazonas_Centro Amazonense_TIC;Nacional;manaus;-60,0048167918153;-2,917446125560547
Amazonas;Centro Amazonense;27;Fabricação De Máquinas, Aparelhos E Materiais Elétricos;Não;7248;177519;0,0408;7248;0,0408;41;Sim;179503;0,0404;0,0081640299999998;1,0017;37;4;41;1,0;Sim;201757;0,0015;13620921;0,0359;0,5373816399999995;1,2743;4489;0,0091;Sim;11244618,0;657743215,0;0,0;0,0134497197601789;0,0034671516762437;Não;Outros;CNAE Divisão;Equipamentos elétricos;Amazonas_Centro Amazonense_Equipamentos elétricos;Nacional;manaus;-60,76428594189705;-2,59373343663764
Amazonas;Centro Amazonense;28;Fabricação De Máquinas E Equipamentos;Não;5623;177519;0,0317;5623;0,0317;31;Sim;179503;0,0313;0,0081640299999998;1,0045;26;5;31;1,0;Sim;383843;0,0005;13620921;0,0146;0,5373816399999995;0,5204;13592;0,0023;Não;36266105,0;1721743474,0;0,0;0,0420518286230806;0,0033899606286024;Não;Outros;CNAE Divisão;Máquinas e Equipamentos;Amazonas_Centro Amazonense_Máquinas e Equipamentos;Estadual;manaus;-60,50628630581011;-3,004781660987451
Amazonas;Centro Amazonense;29;Fabricação De Veículos Automotores, Reboques E Carrocerias;Sim;4463;177519;0,0251;4463;0,0251;33;Sim;179503;0,0249;0,0081640299999998;0,9998;31;2;34;0,9706;Sim;425003;0,0003;13620921;0,0105;0,5373816399999995;0,3721;6404;0,0052;Não;2673148,0;381070925,0;0,0;0,002774039346573;0,0003805453505268;Não;Outros;CNAE Divisão;Veículos, embarcações e aeronaves;Amazonas_Centro Amazonense_Veículos, embarcações e aeronaves;Nacional;manaus;-60,23601336583314;-2,022206821315903
Amazonas;Centro Amazonense;30;Fabricação De Outros Equipamentos De Transporte, Exceto Veículos Automotores;Sim;14735;177519;0,083;14736;0,083;64;Sim;179503;0,0821;0,0081640299999998;1,0027;59;5;65;0,9846;Sim;62262;0,0196;13620921;0,2367;0,5373816399999995;8,4001;1231;0,052;Sim;145652545,0;3473460511,4278;0,0;0,1690638517391625;0,0271165258563493;Não;Outros;CNAE Divisão;Veículos, embarcações e aeronaves;Amazonas_Centro Amazonense_Veículos, embarcações e aeronaves;Nacional;manaus;-60,23601336583314;-2,022206821315903
Amazonas;Sul Amazonense;30;Fabricação De Outros Equipamentos De Transporte, Exceto Veículos Automotores;Sim;1;1404;0,0007;14736;0,0;1;Não;179503;0,0821;0,8261279299999997;0,0015;1;0;65;0,0154;Não;62262;0,0;13620921;0,0;0,6662625500000001;0,0511;1231;0,0008;Não;;235728,5722;;0,1690638517391625;0,0271165258563493;Não;Outros;CNAE Divisão;Veículos, embarcações e aeronaves;Amazonas_Sul Amazonense_Veículos, embarcações e aeronaves;;;;
Amazonas;Centro Amazonense;31;Fabricação De Móveis;Sim;1211;177519;0,0068;1232;0,0067;49;Sim;179503;0,0069;0,0081640299999998;0,9775;49;0;52;0,9423;Sim;250778;0,0;13620921;0,0048;0,5373816399999995;0,1708;20986;0,0023;Não;2595,0;38368827,608;0,0;3,4044128522e-06;3,2813110078e-06;Não;Outros;CNAE Divisão;Madeira e Móveis;Amazonas_Centro Amazonense_Madeira e Móveis;Estadual;manaus;-60,71041976402184;-2,651640526576334
Amazonas;Sul Amazonense;31;Fabricação De Móveis;Sim;21;1404;0,015;1232;0,0003;3;Não;179503;0,0069;0,8261279299999997;0,378;3;0;52;0,0577;Não;250778;0,0;13620921;0,0001;0,6662625500000001;0,2719;20986;0,0001;Não;;665355,392;;3,4044128522e-06;3,2813110078e-06;Não;Outros;CNAE Divisão;Madeira e Móveis;Amazonas_Sul Amazonense_Madeira e Móveis;;;;
Amazonas;Centro Amazonense;32;Fabricação De Produtos Diversos;Sim;2560;177519;0,0144;2566;0,0144;48;Sim;179503;0,0143;0,0081640299999998;0,9988;47;1;52;0,9231;Sim;161133;0,0002;13620921;0,0159;0,5373816399999995;0,5631;14482;0,0033;Não;16273486,0;541520000,4988;0,0;0,0189296753030832;0,0257159444406349;Não;Outros;CNAE Divisão;Produtos diversos;Amazonas_Centro Amazonense_Produtos diversos;Estadual;manaus;-59,97659777237389;-2,949543960793237
Amazonas;Sudoeste Amazonense;32;Fabricação De Produtos Diversos;Sim;1;454;0,0022;2566;0,0;1;Não;179503;0,0143;0,91109846;0,0137;1;0;52;0,0192;Não;161133;0,0;13620921;0,0;0,86518159;0,0251;14482;0,0001;Não;;211531,2502;;0,0189296753030832;0,0257159444406349;Não;Outros;CNAE Divisão;Produtos diversos;Amazonas_Sudoeste Amazonense_Produtos diversos;;;;
Amazonas;Sul Amazonense;32;Fabricação De Produtos Diversos;Sim;5;1404;0,0036;2566;0,0;2;Não;179503;0,0143;0,8261279299999997;0,0438;2;0;52;0,0385;Não;161133;0,0;13620921;0,0;0,6662625500000001;0,1016;14482;0,0001;Não;;1057656,251;;0,0189296753030832;0,0257159444406349;Não;Outros;CNAE Divisão;Produtos diversos;Amazonas_Sul Amazonense_Produtos diversos;;;;
Amazonas;Centro Amazonense;33;Manutenção, Reparação E Instalação De Máquinas E Equipamentos;Sim;2275;177519;0,0128;2275;0,0128;201;Sim;179503;0,0127;0,0081640299999998;0,9997;201;0;202;0,995;Sim;232765;0,0001;13620921;0,0098;0,5373816399999995;0,3465;26384;0,0076;Não;;19660944,0;;;;Não;Outros;CNAE Divisão;Máquinas e Equipamentos;Amazonas_Centro Amazonense_Máquinas e Equipamentos;Estadual;manaus;-60,50628630581011;-3,004781660987451
Amazonas;Centro Amazonense;35;Eletricidade, Gás E Outras Utilidades;Sim;2779;177519;0,0157;2937;0,0148;81;Sim;179503;0,0164;0,0081640299999998;0,9495;79;2;125;0,648;Sim;131729;0,0003;13620921;0,0211;0,5373816399999995;0,751;3562;0,0227;Não;;;;;;Não;Outros;CNAE Divisão;Energia;Amazonas_Centro Amazonense_Energia;Estadual;manaus;-59,96536951917219;-2,915493321201904
Amazonas;Norte Amazonense;35;Eletricidade, Gás E Outras Utilidades;Sim;36;126;0,2857;2937;0,0035;11;Sim;179503;0,0164;0,91797194;1,429;11;0;125;0,088;Não;131729;0,0001;13620921;0,0003;0,92372264;2,2534;3562;0,0031;Não;;;;;;Não;Outros;CNAE Divisão;Energia;Amazonas_Norte Amazonense_Energia;Regional;sao gabriel da cachoeira;-68,10839492820088;1,435375649489879
Amazonas;Sudoeste Amazonense;35;Eletricidade, Gás E Outras Utilidades;Sim;44;454;0,0969;2937;0,0015;21;Não;179503;0,0164;0,91109846;0,5253;21;0;125;0,168;Não;131729;0,0;13620921;0,0003;0,86518159;1,3508;3562;0,0059;Não;;;;;;Não;Outros;CNAE Divisão;Energia;Amazonas_Sudoeste Amazonense_Energia;Regional;atalaia do norte;-72,32276635097183;-5,369586410038599
Amazonas;Sul Amazonense;35;Eletricidade, Gás E Outras Utilidades;Sim;78;1404;0,0556;2937;0,0015;12;Não;179503;0,0164;0,8261279299999997;0,5895;12;0;125;0,096;Não;131729;0,0;13620921;0,0006;0,6662625500000001;1,9187;3562;0,0034;Não;;;;;;Não;Outros;CNAE Divisão;Energia;Amazonas_Sul Amazonense_Energia;;;;
Amazonas;Centro Amazonense;36;Captação, Tratamento E Distribuição De Água;Sim;2115;177519;0,0119;2262;0,0111;16;Sim;179503;0,0126;0,0081640299999998;0,9367;15;1;23;0,6957;Sim;130048;0,0002;13620921;0,0163;0,5373816399999995;0,5766;2787;0,0057;Não;;;;;;Não;Outros;CNAE Divisão;Saneamento e reciclagem;Amazonas_Centro Amazonense_Saneamento e reciclagem;Estadual;manaus;-60,58828719535544;-2,843924818153987
Amazonas;Sudoeste Amazonense;36;Captação, Tratamento E Distribuição De Água;Sim;147;454;0,3238;2262;0,021;7;Sim;179503;0,0126;0,91109846;2,2846;7;0;23;0,3043;Não;130048;0,0004;13620921;0,0011;0,86518159;4,5722;2787;0,0025;Não;;;;;;Não;Outros;CNAE Divisão;Saneamento e reciclagem;Amazonas_Sudoeste Amazonense_Saneamento e reciclagem;Regional;tabatinga;-69,75746720429886;-4,039023775342542
Amazonas;Centro Amazonense;37;Esgoto E Atividades Relacionadas;Sim;30;177519;0,0002;51;0,0001;13;Não;179503;0,0003;0,0081640299999998;0,6613;13;0;14;0,9286;Não;13128;0,0;13620921;0,0023;0,5373816399999995;0,096;983;0,0132;Não;;;;;;Não;Outros;CNAE Divisão;Saneamento e reciclagem;Amazonas_Centro Amazonense_Saneamento e reciclagem;Estadual;manaus;-60,58828719535544;-2,843924818153987
Amazonas;Sul Amazonense;37;Esgoto E Atividades Relacionadas;Sim;21;1404;0,015;51;0,0062;1;Não;179503;0,0003;0,8261279299999997;8,6936;1;0;14;0,0714;Não;13128;0,0;13620921;0,0016;0,6662625500000001;5,194;983;0,001;Não;;;;;;Não;Outros;CNAE Divisão;Saneamento e reciclagem;Amazonas_Sul Amazonense_Saneamento e reciclagem;Regional;humaita;-62,83503885050601;-6,51539287228786
Amazonas;Centro Amazonense;38;"Coleta, Tratamento E Disposição De Resíduos; Recuperação De Materiais";Sim;2765;177519;0,0156;2860;0,0151;65;Sim;179503;0,0159;0,0081640299999998;0,9731;63;2;70;0,9286;Sim;237185;0,0002;13620921;0,0117;0,5373816399999995;0,4145;8073;0,0081;Não;;;;;;Não;Outros;CNAE Divisão;Saneamento e reciclagem;Amazonas_Centro Amazonense_Saneamento e reciclagem;Estadual;manaus;-60,58828719535544;-2,843924818153987
Amazonas;Sul Amazonense;38;"Coleta, Tratamento E Disposição De Resíduos; Recuperação De Materiais";Sim;95;1404;0,0677;2860;0,0022;5;Sim;179503;0,0159;0,8261279299999997;0,7403;5;0;70;0,0714;Não;237185;0,0;13620921;0,0004;0,6662625500000001;1,2975;8073;0,0006;Não;;;;;;Não;Outros;CNAE Divisão;Saneamento e reciclagem;Amazonas_Sul Amazonense_Saneamento e reciclagem;Regional;humaita;-62,83503885050601;-6,51539287228786
Amazonas;Centro Amazonense;39;Descontaminação E Outros Serviços De Gestão De Resíduos;Sim;110;177519;0,0006;110;0,0006;5;Não;179503;0,0006;0,0081640299999998;0,9918;5;0;5;1,0;Não;1890;0,0;13620921;0,0582;0,5373816399999995;2,0004;87;0,0575;Não;;;;;;Não;Outros;CNAE Divisão;Saneamento e reciclagem;Amazonas_Centro Amazonense_Saneamento e reciclagem;Estadual;manaus;-60,58828719535544;-2,843924818153987
Amazonas;Centro Amazonense;41;Construção De Edifícios;Sim;7540;177519;0,0425;7655;0,0418;591;Sim;179503;0,0426;0,0081640299999998;0,9896;587;4;598;0,9883;Sim;910451;0,0004;13620921;0,0083;0,5373816399999995;0,2941;107059;0,0055;Não;;;;;;Não;Outros;CNAE Divisão;Construção;Amazonas_Centro Amazonense_Construção;Estadual;manaus;-59,92596309483876;-3,035058902993526
Amazonas;Sudoeste Amazonense;41;Construção De Edifícios;Sim;17;454;0,0374;7655;0,0001;2;Não;179503;0,0426;0,91109846;0,078;2;0;598;0,0033;Não;910451;0,0;13620921;0,0;0,86518159;0,0754;107059;0,0;Não;;;;;;Não;Outros;CNAE Divisão;Construção;Amazonas_Sudoeste Amazonense_Construção;;;;
Amazonas;Sul Amazonense;41;Construção De Edifícios;Sim;98;1404;0,0698;7655;0,0009;5;Não;179503;0,0426;0,8261279299999997;0,2849;5;0;598;0,0084;Não;910451;0,0;13620921;0,0001;0,6662625500000001;0,3485;107059;0,0;Não;;;;;;Não;Outros;CNAE Divisão;Construção;Amazonas_Sul Amazonense_Construção;;;;
Amazonas;Centro Amazonense;42;Obras De Infra-Estrutura;Sim;2710;177519;0,0153;2856;0,0145;93;Sim;179503;0,0159;0,0081640299999998;0,9544;93;0;97;0,9588;Sim;670133;0,0001;13620921;0,004;0,5373816399999995;0,1439;25511;0,0036;Não;;;;;;Não;Outros;CNAE Divisão;Construção;Amazonas_Centro Amazonense_Construção;Estadual;manaus;-59,92596309483876;-3,035058902993526
Amazonas;Sudoeste Amazonense;42;Obras De Infra-Estrutura;Sim;5;454;0,011;2856;0,0;1;Não;179503;0,0159;0,91109846;0,0615;1;0;97;0,0103;Não;670133;0,0;13620921;0,0;0,86518159;0,0301;25511;0,0;Não;;;;;;Não;Outros;CNAE Divisão;Construção;Amazonas_Sudoeste Amazonense_Construção;;;;
Amazonas;Sul Amazonense;42;Obras De Infra-Estrutura;Sim;141;1404;0,1004;2856;0,005;3;Sim;179503;0,0159;0,8261279299999997;1,0979;3;0;97;0,0309;Não;670133;0,0;13620921;0,0002;0,6662625500000001;0,6811;25511;0,0001;Não;;;;;;Não;Outros;CNAE Divisão;Construção;Amazonas_Sul Amazonense_Construção;;;;
Amazonas;Centro Amazonense;43;Serviços Especializados Para Construção;Sim;12141;177519;0,0684;12148;0,0684;621;Sim;179503;0,0677;0,0081640299999998;1,0021;619;2;628;0,9889;Sim;732949;0,0011;13620921;0,0166;0,5373816399999995;0,588;87161;0,0071;Não;;;;;;Não;Outros;CNAE Divisão;Construção;Amazonas_Centro Amazonense_Construção;Estadual;manaus;-59,92596309483876;-3,035058902993526
Amazonas;Norte Amazonense;43;Serviços Especializados Para Construção;Sim;1;126;0,0079;12148;0,0;2;Não;179503;0,0677;0,91797194;0,0096;2;0;628;0,0032;Não;732949;0,0;13620921;0,0;0,92372264;0,0112;87161;0,0;Não;;;;;;Não;Outros;CNAE Divisão;Construção;Amazonas_Norte Amazonense_Construção;;;;
Amazonas;Sudoeste Amazonense;43;Serviços Especializados Para Construção;Sim;2;454;0,0044;12148;0,0;1;Não;179503;0,0677;0,91109846;0,0058;1;0;628;0,0016;Não;732949;0,0;13620921;0,0;0,86518159;0,011;87161;0,0;Não;;;;;;Não;Outros;CNAE Divisão;Construção;Amazonas_Sudoeste Amazonense_Construção;;;;
Amazonas;Sul Amazonense;43;Serviços Especializados Para Construção;Sim;4;1404;0,0028;12148;0,0;4;Não;179503;0,0677;0,8261279299999997;0,0072;4;0;628;0,0064;Não;732949;0,0;13620921;0,0;0,6662625500000001;0,0174;87161;0,0;Não;;;;;;Não;Outros;CNAE Divisão;Construção;Amazonas_Sul Amazonense_Construção;;;;
Amazonas;Centro Amazonense;49;Transporte Terrestre;Sim;19254;177519;0,1085;19327;0,1081;545;Sim;179503;0,1077;0,0081640299999998;0,9992;511;34;558;0,9767;Sim;1694653;0,0012;13620921;0,0114;0,5373816399999995;0,4034;121623;0,0045;Não;;;;;;Não;Outros;CNAE Divisão;Transporte, armazenagem e correio;Amazonas_Centro Amazonense_Transporte, armazenagem e correio;Nacional;manaus;-60,65185102433951;-2,170203410827216
Amazonas;Sul Amazonense;49;Transporte Terrestre;Sim;73;1404;0,052;19327;0,0002;13;Não;179503;0,1077;0,8261279299999997;0,0839;13;0;558;0,0233;Não;1694653;0,0;13620921;0,0;0,6662625500000001;0,1395;121623;0,0001;Não;;;;;;Não;Outros;CNAE Divisão;Transporte, armazenagem e correio;Amazonas_Sul Amazonense_Transporte, armazenagem e correio;;;;
Amazonas;Centro Amazonense;50;Transporte Aquaviário;Sim;4666;177519;0,0263;4779;0,0257;145;Sim;179503;0,0266;0,0081640299999998;0,9806;136;9;163;0,8896;Sim;42416;0,0029;13620921;0,11;0,5373816399999995;3,9071;1421;0,102;Sim;;;;;;Não;Outros;CNAE Divisão;Transporte, armazenagem e correio;Amazonas_Centro Amazonense_Transporte, armazenagem e correio;Nacional;manaus;-60,65185102433951;-2,170203410827216
Amazonas;Norte Amazonense;50;Transporte Aquaviário;Sim;24;126;0,1905;4779;0,001;4;Não;179503;0,0266;0,91797194;0,5875;4;0;163;0,0245;Não;42416;0,0001;13620921;0,0006;0,92372264;4,6662;1421;0,0028;Não;;;;;;Não;Outros;CNAE Divisão;Transporte, armazenagem e correio;Amazonas_Norte Amazonense_Transporte, armazenagem e correio;;;;
Amazonas;Sudoeste Amazonense;50;Transporte Aquaviário;Sim;16;454;0,0352;4779;0,0001;4;Não;179503;0,0266;0,91109846;0,1176;4;0;163;0,0245;Não;42416;0,0;13620921;0,0004;0,86518159;1,5239;1421;0,0028;Não;;;;;;Não;Outros;CNAE Divisão;Transporte, armazenagem e correio;Amazonas_Sudoeste Amazonense_Transporte, armazenagem e correio;Regional;tabatinga;-69,7802993536438;-4,236671112753841
Amazonas;Sul Amazonense;50;Transporte Aquaviário;Sim;73;1404;0,052;4779;0,0008;10;Não;179503;0,0266;0,8261279299999997;0,3399;10;0;163;0,0613;Não;42416;0,0001;13620921;0,0017;0,6662625500000001;5,5729;1421;0,007;Não;;;;;;Não;Outros;CNAE Divisão;Transporte, armazenagem e correio;Amazonas_Sul Amazonense_Transporte, armazenagem e correio;;;;
Amazonas;Centro Amazonense;51;Transporte Aéreo;Sim;1002;177519;0,0056;1008;0,0056;27;Sim;179503;0,0056;0,0081640299999998;0,9918;25;2;28;0,9643;Sim;49999;0,0001;13620921;0,02;0,5373816399999995;0,7058;768;0,0352;Não;;;;;;Não;Outros;CNAE Divisão;Transporte, armazenagem e correio;Amazonas_Centro Amazonense_Transporte, armazenagem e correio;Nacional;manaus;-60,65185102433951;-2,170203410827216
Amazonas;Sudoeste Amazonense;51;Transporte Aéreo;Sim;6;454;0,0132;1008;0,0001;1;Não;179503;0,0056;0,91109846;0,2095;1;0;28;0,0357;Não;49999;0,0;13620921;0,0001;0,86518159;0,4848;768;0,0013;Não;;;;;;Não;Outros;CNAE Divisão;Transporte, armazenagem e correio;Amazonas_Sudoeste Amazonense_Transporte, armazenagem e correio;Regional;tabatinga;-69,7802993536438;-4,236671112753841
Amazonas;Centro Amazonense;52;Armazenamento E Atividades Auxiliares Dos Transportes;Sim;7378;177519;0,0416;7532;0,0407;277;Sim;179503;0,042;0,0081640299999998;0,9824;262;15;285;0,9719;Sim;444890;0,0007;13620921;0,0166;0,5373816399999995;0,5892;29294;0,0095;Não;;;;;;Não;Outros;CNAE Divisão;Transporte, armazenagem e correio;Amazonas_Centro Amazonense_Transporte, armazenagem e correio;Nacional;manaus;-60,65185102433951;-2,170203410827216
Amazonas;Norte Amazonense;52;Armazenamento E Atividades Auxiliares Dos Transportes;Sim;16;126;0,127;7532;0,0003;1;Não;179503;0,042;0,91797194;0,248;1;0;285;0,0035;Não;444890;0,0;13620921;0,0;0,92372264;0,2966;29294;0,0;Não;;;;;;Não;Outros;CNAE Divisão;Transporte, armazenagem e correio;Amazonas_Norte Amazonense_Transporte, armazenagem e correio;;;;
Amazonas;Sudoeste Amazonense;52;Armazenamento E Atividades Auxiliares Dos Transportes;Sim;17;454;0,0374;7532;0,0001;3;Não;179503;0,042;0,91109846;0,0792;3;0;285;0,0105;Não;444890;0,0;13620921;0,0;0,86518159;0,1544;29294;0,0001;Não;;;;;;Não;Outros;CNAE Divisão;Transporte, armazenagem e correio;Amazonas_Sudoeste Amazonense_Transporte, armazenagem e correio;Regional;tabatinga;-69,7802993536438;-4,236671112753841
Amazonas;Sul Amazonense;52;Armazenamento E Atividades Auxiliares Dos Transportes;Sim;121;1404;0,0862;7532;0,0014;4;Não;179503;0,042;0,8261279299999997;0,3569;4;0;285;0,014;Não;444890;0,0;13620921;0,0003;0,6662625500000001;0,8808;29294;0,0001;Não;;;;;;Não;Outros;CNAE Divisão;Transporte, armazenagem e correio;Amazonas_Sul Amazonense_Transporte, armazenagem e correio;;;;
Amazonas;Centro Amazonense;53;Correio E Outras Atividades De Entrega;Sim;1666;177519;0,0094;1774;0,0088;124;Sim;179503;0,0099;0,0081640299999998;0,9417;122;2;157;0,7898;Sim;153688;0,0001;13620921;0,0108;0,5373816399999995;0,3854;13202;0,0094;Não;;;;;;Não;Outros;CNAE Divisão;Transporte, armazenagem e correio;Amazonas_Centro Amazonense_Transporte, armazenagem e correio;Nacional;manaus;-60,65185102433951;-2,170203410827216
Amazonas;Norte Amazonense;53;Correio E Outras Atividades De Entrega;Sim;16;126;0,127;1774;0,0011;6;Não;179503;0,0099;0,91797194;1,0523;6;0;157;0,0382;Não;153688;0,0;13620921;0,0001;0,92372264;0,8585;13202;0,0005;Não;;;;;;Não;Outros;CNAE Divisão;Transporte, armazenagem e correio;Amazonas_Norte Amazonense_Transporte, armazenagem e correio;;;;
Amazonas;Sudoeste Amazonense;53;Correio E Outras Atividades De Entrega;Sim;47;454;0,1035;1774;0,0027;17;Sim;179503;0,0099;0,91109846;0,9294;17;0;157;0,1083;Não;153688;0,0;13620921;0,0003;0,86518159;1,2367;13202;0,0013;Não;;;;;;Não;Outros;CNAE Divisão;Transporte, armazenagem e correio;Amazonas_Sudoeste Amazonense_Transporte, armazenagem e correio;Regional;tabatinga;-69,7802993536438;-4,236671112753841
Amazonas;Sul Amazonense;53;Correio E Outras Atividades De Entrega;Sim;45;1404;0,0321;1774;0,0008;10;Não;179503;0,0099;0,8261279299999997;0,5638;10;0;157;0,0637;Não;153688;0,0;13620921;0,0003;0,6662625500000001;0,9494;13202;0,0008;Não;;;;;;Não;Outros;CNAE Divisão;Transporte, armazenagem e correio;Amazonas_Sul Amazonense_Transporte, armazenagem e correio;;;;
Amazonas;Centro Amazonense;61;Telecomunicações;Sim;1429;177519;0,008;1520;0,0076;137;Sim;179503;0,0085;0,0081640299999998;0,9335;137;0;161;0,8509;Sim;260856;0,0;13620921;0,0055;0,5373816399999995;0,1932;16976;0,0081;Não;;;;;;Não;Outros;CNAE Divisão;TIC;Amazonas_Centro Amazonense_TIC;Nacional;manaus;-60,0048167918153;-2,917446125560547
Amazonas;Norte Amazonense;61;Telecomunicações;Sim;1;126;0,0079;1520;0,0;1;Não;179503;0,0085;0,91797194;0,0762;1;0;161;0,0062;Não;260856;0,0;13620921;0,0;0,92372264;0,0315;16976;0,0001;Não;;;;;;Não;Outros;CNAE Divisão;TIC;Amazonas_Norte Amazonense_TIC;;;;
Amazonas;Sudoeste Amazonense;61;Telecomunicações;Sim;18;454;0,0396;1520;0,0005;8;Não;179503;0,0085;0,91109846;0,4142;8;0;161;0,0497;Não;260856;0,0;13620921;0,0001;0,86518159;0,2788;16976;0,0005;Não;;;;;;Não;Outros;CNAE Divisão;TIC;Amazonas_Sudoeste Amazonense_TIC;;;;
Amazonas;Sul Amazonense;61;Telecomunicações;Sim;72;1404;0,0513;1520;0,0024;15;Sim;179503;0,0085;0,8261279299999997;1,0494;15;0;161;0,0932;Não;260856;0,0;13620921;0,0003;0,6662625500000001;0,894;16976;0,0009;Não;;;;;;Não;Outros;CNAE Divisão;TIC;Amazonas_Sul Amazonense_TIC;Regional;humaita;-63,27774019921714;-7,536052077613478
Amazonas;Centro Amazonense;62;Atividades Dos Serviços De Tecnologia Da Informação;Sim;2386;177519;0,0134;2388;0,0134;157;Sim;179503;0,0133;0,0081640299999998;0,9993;154;3;159;0,9874;Sim;531957;0,0001;13620921;0,0045;0,5373816399999995;0,1587;20529;0,0076;Não;;;;;;Não;Outros;CNAE Divisão;TIC;Amazonas_Centro Amazonense_TIC;Nacional;manaus;-60,0048167918153;-2,917446125560547
Amazonas;Sul Amazonense;62;Atividades Dos Serviços De Tecnologia Da Informação;Sim;2;1404;0,0014;2388;0,0;2;Não;179503;0,0133;0,8261279299999997;0,0183;2;0;159;0,0126;Não;531957;0,0;13620921;0,0;0,6662625500000001;0,0119;20529;0,0001;Não;;;;;;Não;Outros;CNAE Divisão;TIC;Amazonas_Sul Amazonense_TIC;Regional;humaita;-63,27774019921714;-7,536052077613478
Amazonas;Centro Amazonense;63;Atividades De Prestação De Serviços De Informação;Sim;1089;177519;0,0061;1089;0,0061;48;Sim;179503;0,0061;0,0081640299999998;0,9918;45;3;49;0,9796;Sim;114722;0,0001;13620921;0,0095;0,5373816399999995;0,3351;7725;0,0062;Não;;;;;;Não;Outros;CNAE Divisão;TIC;Amazonas_Centro Amazonense_TIC;Nacional;manaus;-60,0048167918153;-2,917446125560547
Bahia;Metropolitana de Salvador;6;Extração De Petróleo E Gás Natural;Não;1341;256918;0,0052;1390;0,005;18;Sim;519829;0,0027;0,2259913399999995;1,4907;17;1;20;0,9;Sim;21510;0,0003;13620921;0,0623;0,3605208699999993;2,1057;155;0,1161;Sim;94,0;678424870,0748;0,0;1,3652403169489228e-08;3,0674122527689827e-09;Não;Outros;CNAE Divisão;Energia;Bahia_Metropolitana de Salvador_Energia;Nacional;salvador;-38,60202474665378;-12,79138401752377
Bahia;Nordeste Baiano;6;Extração De Petróleo E Gás Natural;Não;49;24468;0,002;1390;0,0001;2;Não;519829;0,0027;0,4608257099999993;0,3994;2;0;20;0,1;Não;21510;0,0;13620921;0,0023;0,5821021599999996;0,5293;155;0,0129;Não;;24789573,9252;;1,3652403169489228e-08;3,0674122527689827e-09;Não;Outros;CNAE Divisão;Energia;Bahia_Nordeste Baiano_Energia;;;;
Bahia;Centro Norte Baiano;7;Extração De Minerais Metálicos;Não;4406;83072;0,053;7706;0,0303;9;Sim;519829;0,0148;0,3411763199999995;2,3593;6;3;37;0,2432;Sim;102146;0,0023;13620921;0,0431;0,4601179400000001;3,8156;655;0,0137;Sim;299978000,0;465196393,2263;0,001;0,0969952391442786;0,0137100619774962;Sim;Outros;CNAE Divisão;Minerais Metálicos;Bahia_Centro Norte Baiano_Minerais Metálicos;Internacional;jaguarari;-40,06390020351304;-10,04889042335899
